filename, language, JSON, Markdown, Properties, Ignore, JavaScript React, XML, HTML, SCSS, CSS, comment, blank, total
frontend\app\src\redux\configureStore.js, JavaScript React, 0, 0, 0, 0, 28, 0, 0, 0, 0, 2, 6, 36
frontend\app\src\redux\dynamiccontent\actionTypes.js, JavaScript React, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 2, 5
frontend\app\src\redux\dynamiccontent\actions.js, JavaScript React, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 6, 29
frontend\app\src\redux\dynamiccontent\reducer.js, JavaScript React, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 4, 54
frontend\app\src\redux\dynamiccontent\selectors.js, JavaScript React, 0, 0, 0, 0, 93, 0, 0, 0, 0, 2, 15, 110
frontend\app\src\redux\rootReducer.js, JavaScript React, 0, 0, 0, 0, 10, 0, 0, 0, 0, 1, 3, 14
frontend\app\src\redux\socialmedias\actionTypes.js, JavaScript React, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 2
frontend\app\src\redux\socialmedias\actions.js, JavaScript React, 0, 0, 0, 0, 15, 0, 0, 0, 0, 3, 3, 21
frontend\app\src\redux\socialmedias\reducer.js, JavaScript React, 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 3, 33
frontend\app\src\redux\socialmedias\selectors.js, JavaScript React, 0, 0, 0, 0, 13, 0, 0, 0, 0, 4, 5, 22
frontend\app\src\redux\staticcontent\actionTypes.js, JavaScript React, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 1, 3
frontend\app\src\redux\staticcontent\actions.js, JavaScript React, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 4, 25
frontend\app\src\redux\staticcontent\helpers.js, JavaScript React, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 2, 18
frontend\app\src\redux\staticcontent\reducer.js, JavaScript React, 0, 0, 0, 0, 57, 0, 0, 0, 0, 0, 4, 61
frontend\app\src\redux\staticcontent\selectors.js, JavaScript React, 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 5, 30
frontend\app\src\serviceWorker.js, JavaScript React, 0, 0, 0, 0, 92, 0, 0, 0, 0, 31, 13, 136
frontend\app\src\services\axios.js, JavaScript React, 0, 0, 0, 0, 11, 0, 0, 0, 0, 7, 4, 22
frontend\app\src\services\contactrequests.js, JavaScript React, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 4, 12
frontend\app\src\services\graphql\client.js, JavaScript React, 0, 0, 0, 0, 125, 0, 0, 0, 0, 3, 5, 133
frontend\app\src\services\newsletter.js, JavaScript React, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 4, 12
frontend\app\src\services\socialmedias.js, JavaScript React, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 6, 20
frontend\app\src\styles\_buttons.scss, SCSS, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 2, 15
frontend\app\src\styles\_colors.scss, SCSS, 0, 0, 0, 0, 0, 0, 0, 34, 0, 0, 7, 41
frontend\app\src\styles\_fonts.scss, SCSS, 0, 0, 0, 0, 0, 0, 0, 50, 0, 0, 8, 58
frontend\app\src\styles\_sizes.scss, SCSS, 0, 0, 0, 0, 0, 0, 0, 38, 0, 0, 7, 45
frontend\app\src\styles\base.scss, SCSS, 0, 0, 0, 0, 0, 0, 0, 56, 0, 1, 12, 69
frontend\app\src\styles\variables.scss, SCSS, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 1, 5
frontend\app\src\utils\logger.js, JavaScript React, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 2, 9
frontend\app\src\utils\misc.js, JavaScript React, 0, 0, 0, 0, 59, 0, 0, 0, 0, 0, 6, 65
frontend\app\src\utils\regex.js, JavaScript React, 0, 0, 0, 0, 8, 0, 0, 0, 0, 2, 3, 13
frontend\package-lock.json, JSON, 1419, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1420
frontend\package.json, JSON, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 25
frontend\server.js, JavaScript React, 0, 0, 0, 0, 15, 0, 0, 0, 0, 4, 5, 24
package-lock.json, JSON, 508, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 509
package.json, JSON, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 27
Total, -, 33867, 671, 13, 80, 3935, 110, 465, 2087, 149, 754, 1608, 43739
